id,peso,entrada_espanol,forma_espanol,tipo_abreviado,tipo_palabra,traduccion_tsotsil,uso_o_ejemplo,region_abreviada,region,vease,nota_parentesis,transcripcion_original
634,35,cólera,,f,sustantivo femenino,claclal o'onil,Mi papá estaba lleno de cólera porque le robaron el caballo. Li jtote bats!i yich!oj tolox tajmec sc!actal yoton yulun ielctanbat li scale,,,,,cólera f claclal o'onil. Mi papá claclal o'onil. Mi papá estaba lleno de cólera porque le robaron el caballo. Li jtote bats!i yich!oj tolox tajmec sc!actal yoton yulun ielctanbat li scale.
635,35,colgar,lo cuelga,vt,verbo transitivo,"ta sjoclan, ta ta sbitsulan sne tstunun",El colibrí vuela muy rápido. Li tstunune toj anil xvil,,,,,"colgar: lo cuelga vt ta sjoclan, ta ta sjoclan, ta ta sbitsulan sne tstunun. El colibrí vuela muy rápido. Li tstunune toj anil xvil."
636,35,colina,,f,sustantivo femenino,"vits, muyebal",,,,,,"colina f vits, muyebal vits, muyebal"
637,35,colmar,lo colma,vt,verbo transitivo,ta snojes,Mi hermana colma de maíz la medida. Li jvixe tsnojes ta ixim li sptisole,,,,,colmar: lo colma ví ta snojes. Mi ta snojes. Mi hermana colma de maíz la medida. Li jvixe tsnojes ta ixim li sptisole.
638,35,colmena,,f,sustantivo femenino,na pom,,,,,,colmena f na pom na pom
639,35,colmillo,,m,sustantivo masculino,tstutstup,El colmillo del jabalí es muy puntiagudo. Li ststutsTup li teltical chitome toj echlem sni!,,,,,colmillo m tstutstup. El colmillo del tstutstup. El colmillo del jabalí es muy puntiagudo. Li ststutsTup li teltical chitome toj echlem sni!.
640,35,colocar,lo coloca,vr,verbo reflexivo,ta slats. Coloca bien las mazorcas para que no se resbalen. Latso lec li ixime acto mu xjin. /xt ta stus,,,,,,colocar: lo coloca vr ta slats. Coloca ta slats. Coloca bien las mazorcas para que no se resbalen. Latso lec li ixime acto mu xjin. /xt ta stus
641,35,color,,m,sustantivo masculino,sbon,"Este burro es de color gris. Li buro li!i ic!somantic sba li comida sbone. color café chacpulan Chen chac-ch'epan, c!anch!etan",Ch'en,Chenalhó,,,"color m sbon. Este burro es de color sbon. Este burro es de color gris. Li buro li!i ic!somantic sba li comida sbone. color café chacpulan Chen chac-ch'epan, c!anch!etan"
642,35,colorado,,adj,adjetivo,tsoj,"Las pitahayas se ponen coloradas cuando están maduras. Li chiquintone li ctaluc toc!lon xae, tsoj. se pone colorado, se pone rojo ta xtsajub",,,,,"colorado adj tsoj. Las pitahayas se tsoj. Las pitahayas se ponen coloradas cuando están maduras. Li chiquintone li ctaluc toc!lon xae, tsoj. se pone colorado, se pone rojo ta xtsajub"
643,35,collar,,m,sustantivo masculino,nats'il,A todas las mujeres les gustan los aretes y los collares. Scotol li antsetique toj lec chilic li taq'uinal chiquinil schituc li nats'iletique. Jxt uenil,,,,,collar m nats'il. A todas las mujeres nats'il. A todas las mujeres les gustan los aretes y los collares. Scotol li antsetique toj lec chilic li taq'uinal chiquinil schituc li nats'iletique. Jxt uenil
644,35,comadre,,f,sustantivo femenino,cumale Ch/en comale,,,,,,comadre f cumale Ch/en comale cumale Ch/en comale
645,35,comadreja,,f,sustantivo femenino,"saben, tlijob-cloc!","La comadreja se llevó un pollo anoche aunque el perro la correteó. Manchuc mi la snuts batel saben li tslile, laj yic! ono!ox echtel jcot caxlan samel. Chlen cha'coj-sat, lechen c!oc!, xupet ctoc!",,,,,"comadreja f saben, tlijob-cloc!. La saben, tlijob-cloc!. La comadreja se llevó un pollo anoche aunque el perro la correteó. Manchuc mi la snuts batel saben li tslile, laj yic! ono!ox echtel jcot caxlan samel. Chlen cha'coj-sat, lechen c!oc!, xupet ctoc!"
646,35,comal,,m,sustantivo masculino,semet,,,,,,comal m semet semet
647,35,comején,,m,sustantivo masculino,"jctux-te! chon, schanul telel na /xt cluxben-te! chon. comenzar: lo comienza v! ta sliques",,,,,,"comején m jctux-te! chon, schanul jctux-te! chon, schanul telel na /xt cluxben-te! chon. comenzar: lo comienza v! ta sliques"
648,35,comenzar,comienza,vi,verbo intransitivo,ta xlic,,,,,,comenzar: comienza vi ta xlic ta xlic
649,35,comer,lo come,vr,verbo reflexivo,"ta slajes; ta sti! (carne); ta sve! (pan, tortilla, etc.); ta slo! (fruta; dulce, etc); ta sctux (frijol, elote, etc.). En los días de fiesta comemos mole y tamales. Li ta sctac!alil qluine ta jlajescutic voc-ich schiluc ta jve'cutic tamali!.",,,,,"carne; pan, tortilla, etc.; fruta; dulce, etc; frijol, elote, etc.","comer: lo come vr ta slajes; ta sti! ta slajes; ta sti! (carne); ta sve! (pan, tortilla, etc.); ta slo! (fruta; dulce, etc); ta sctux (frijol, elote, etc.). En los días de fiesta comemos mole y tamales. Li ta sctac!alil qluine ta jlajescutic voc-ich schiluc ta jve'cutic tamali!."
650,35,comerciante,,m,sustantivo masculino,"jp'olmal, jchonolajel","Juan es comerciante; tiene una tienda muy grande. Li Juane ja' jp'olmal yutun oy jun muc! ta chonob-cfusiticuc yutun. Cham, Ch!en jbolomal",Cham; Ch'en,Chamula; Chenalhó,,,"comerciante m jp'olmal, jchonolajel. jp'olmal, jchonolajel. Juan es comerciante; tiene una tienda muy grande. Li Juane ja' jp'olmal yutun oy jun muc! ta chonob-cfusiticuc yutun. Cham, Ch!en jbolomal"
651,35,comercio,,m,sustantivo masculino,"plolmal. Ganamos mucho dinero en el comercio. Ta jpastic o ep canal li ta plolmale. Cham, Chlen bolomal Ixt chonolajel",,Cham; Ixt,Chamula; Ixtapa,,,"comercio m plolmal. Ganamos plolmal. Ganamos mucho dinero en el comercio. Ta jpastic o ep canal li ta plolmale. Cham, Chlen bolomal Ixt chonolajel"
652,35,cómico,,adj,adjetivo,"chijil vinic Cham, Ch!en j'ixtol lo'il vinic",,Cham; Ch'en,Chamula; Chenalhó,,,"cómico adj chijil vinic Cham, Ch!en chijil vinic Cham, Ch!en j'ixtol lo'il vinic"
653,35,comida,,f,sustantivo femenino,"ve'lil. Llegué con mucha hambre pero la comida no estaba lista. Chivi'naj tajmec lictot, pero li ve'lile mo! to!ox meltsajem. como",,,,,,"comida f ve'lil. Llegué con mucha ve'lil. Llegué con mucha hambre pero la comida no estaba lista. Chivi'naj tajmec lictot, pero li ve'lile mo! to!ox meltsajem. como"
654,36,como,,adv,adverbio,"cotol schiluc, cotol chac cu chalal. Está como muerto. Co'ol schiluc chamem yilel. Cham co!ol stelan",,Cham,Chamula,,,"como adv cotol schiluc, cotol chac cotol schiluc, cotol chac cu chalal. Está como muerto. Co'ol schiluc chamem yilel. Cham co!ol stelan"
655,36,cómo,,adv,adverbio,"clu, cluxi ¿Cómo está usted? ¿Clu xatelan?",,,,,,"cómo adv clu, cluxi ¿Cómo está clu, cluxi ¿Cómo está usted? ¿Clu xatelan?"
656,36,compadecer,lo compadece,vt,verbo transitivo,clux ta yo'on. Compadezco a la gente de los pueblos donde ha habido inundaciones. Toj ctux ta co'on li crixchanoetic li ta jteclum li bu ijelav nojelale.,,,,,,compadecer: lo compadece vt clux ta clux ta yo'on. Compadezco a la gente de los pueblos donde ha habido inundaciones. Toj ctux ta co'on li crixchanoetic li ta jteclum li bu ijelav nojelale.
657,36,compadre,,m,sustantivo masculino,cumpare,Juan va a bautizar a mi hijo el domingo; seremos compadres. Li Juane ta spet jnich'on li ta romincoe; ta jpas jbacutic ta cumpare. Cham cumpagre Ch!en compare,Cham; Ch'en,Chamula; Chenalhó,,,compadre m cumpare. Juan va a cumpare. Juan va a bautizar a mi hijo el domingo; seremos compadres. Li Juane ta spet jnich'on li ta romincoe; ta jpas jbacutic ta cumpare. Cham cumpagre Ch!en compare
658,36,compañero,,m,sustantivo masculino,schi'il,"Mi compañero y yo nos venimos juntos al pueblo para buscar trabajo. Li jchi'ile schiluc li jolone co'ol litalcutic ta jteclum, tal jsalcutic abtel. Jxr slac!",,,,,"compañero m schi'il. Mi compañero schi'il. Mi compañero y yo nos venimos juntos al pueblo para buscar trabajo. Li jchi'ile schiluc li jolone co'ol litalcutic ta jteclum, tal jsalcutic abtel. Jxr slac!"
659,36,compasión,,f,sustantivo femenino,sctuxul ta yolon,"Los ladrones golpearon a mi tío sin compasión. Li j'eleq'uetique, mi jaluc oy sctuxul ta yo!onic la smajic li juntote",,,,,"compasión f sctuxul ta yolon. Los sctuxul ta yolon. Los ladrones golpearon a mi tío sin compasión. Li j'eleq'uetique, mi jaluc oy sctuxul ta yo!onic la smajic li juntote."
660,36,complacer,lo complace,vt,verbo transitivo,ta spatbe yoton,Los niños obedientes complacen a sus padres. Li jch'un mantal unetique lec xpatet no!ox o yoton yutunic li stotique. Cham ta xmuyubaj yulun Chfen xcuxet yo'nton yulun,Cham,Chamula,,,complacer: lo complace vt ta spatbe ta spatbe yoton. Los niños obedientes complacen a sus padres. Li jch'un mantal unetique lec xpatet no!ox o yoton yutunic li stotique. Cham ta xmuyubaj yulun Chfen xcuxet yo'nton yulun
661,36,complet,lo completa,vr,verbo reflexivo,"ta stslaquies, ta sneles, ta stslacubtas",El hombre va a completar su día de trabajo mañana porque no puede completarlo hoy. Li vinique ta sneles clactal octob yutun muc xnel yuun li avie,,,,,"complet: lo completa vr ta ta stslaquies, ta sneles, ta stslacubtas. El hombre va a completar su día de trabajo mañana porque no puede completarlo hoy. Li vinique ta sneles clactal octob yutun muc xnel yuun li avie."
662,36,completo,,adj,adjetivo,tslacal,"Cuando tengas el dinero completo te venderé mi burro. C!alal mi tstacal xa avu'un li stojole, chajchonbe li jvuroe",,,,,"completo adj tslacal. Cuando tengas tslacal. Cuando tengas el dinero completo te venderé mi burro. C!alal mi tstacal xa avu'un li stojole, chajchonbe li jvuroe."
663,36,componer,lo compone,vt,verbo transitivo,ta smeltsan,,,,,,componer: lo compone ví ta smeltsan ta smeltsan
664,36,comprador,,m,sustantivo masculino,"jmanolajel, jman-chenec!, jman-ixim, etc.",,,,,,"comprador m jmanolajel, jmanolajel, jman-chenec!, jman-ixim, etc."
665,36,comprar,lo compra,vr,verbo reflexivo,ta sman,Los negociantes compran el maíz por fanega. Li jman-iximetique ta smanic ta sjanecail,,,,,comprar: lo compra vr ta sman. Los ta sman. Los negociantes compran el maíz por fanega. Li jman-iximetique ta smanic ta sjanecail.
666,36,comprender,lo comprende,vt,verbo transitivo,"ta xa'ibe smelol, sna! ctu cha'al",No comprendo por que algunos hombres maltratan a sus esposas. Mu jna! clu chalal oy viniquetic chilbajinic ta majel yajnilic. con prep schituc. Juan se fue a México con Francisco. Li Juane ibat ta México schiluc li ¡Chicoe,,,,,"comprender: lo comprende ví ta ta xa'ibe smelol, sna! ctu cha'al. No comprendo por que algunos hombres maltratan a sus esposas. Mu jna! clu chalal oy viniquetic chilbajinic ta majel yajnilic. con prep schituc. Juan se fue a México con Francisco. Li Juane ibat ta México schiluc li ¡Chicoe."
667,36,conceder,lo concede,vt,verbo transitivo,ta xac! ti xu!,El presidente nos concedió el permiso de hacer el campo de basquetbol. Li preserentee laj yacIbuncutic ti xu! ta jpascutic jun tajinebal pelota,,,,,conceder: lo concede ví ta xac! ti ta xac! ti xu!. El presidente nos concedió el permiso de hacer el campo de basquetbol. Li preserentee laj yacIbuncutic ti xu! ta jpascutic jun tajinebal pelota.
668,36,conciliar,lo concilia,vt,verbo transitivo,"ta slecubtasbe yoton, ta slajesbe yolon",El padrino concilió al ahijado con su padre. Ali jalal totile la slecubtasbe yolon li sjalal nichtone schituc li stote,,,,,"conciliar: lo concilia vt ta slecubtasbe ta slecubtasbe yoton, ta slajesbe yolon. El padrino concilió al ahijado con su padre. Ali jalal totile la slecubtasbe yolon li sjalal nichtone schituc li stote."
669,36,concha,,f,sustantivo femenino,pat puy condenar: lo condena v! ta xac!be stoj smul,El juez condenó a los ladrones a tres años de cárcel. Li jmeltsanej-ctope laj yac!be stoj smulic oxib jabil ta chuquel li jleleqluetique. Ch/en ta xactbe sentensia,,,,,concha f pat puy pat puy condenar: lo condena v! ta xac!be stoj smul. El juez condenó a los ladrones a tres años de cárcel. Li jmeltsanej-ctope laj yac!be stoj smulic oxib jabil ta chuquel li jleleqluetique. Ch/en ta xactbe sentensia
670,36,condenarse,se condena,vr,verbo reflexivo,ta vocol,,,,,,condenarse: se condena vr ta vocol
671,36,condolerse,se conduele,vr,verbo reflexivo,"ta xat yolon, ctux ta yoton. Todo el pueblo se condolió por la muerte de mi abuelito. Scotol li crixchanoetic ta jteclume iyat o yo!onic ti icham li jmoltote. 7xt ta xctuxubaj ta yo!non",,,,,,"condolerse: se conduele vr ta xat ta xat yolon, ctux ta yoton. Todo el pueblo se condolió por la muerte de mi abuelito. Scotol li crixchanoetic ta jteclume iyat o yo!onic ti icham li jmoltote. 7xt ta xctuxubaj ta yo!non"
672,36,conejo,,m,sustantivo masculino,tul,,,,,,conejo m tul tul
673,36,confesar,lo confiesa,vt,verbo transitivo,"ta xal ta jamal, jamal ta xal",,,,,,"confesar: lo confiesa vt ta xal ta ta xal ta jamal, jamal ta xal"
674,36,confirmación,,f,sustantivo femenino,scloplal. Recibimos la confirmación de que el maestro que va a venir es federal. Ica'ibecutic sctoplal li maestro li ta xtale ja! ventainbil yulun ajvalil,,,,,,confirmación f scloplal. Recibimos la scloplal. Recibimos la confirmación de que el maestro que va a venir es federal. Ica'ibecutic sctoplal li maestro li ta xtale ja! ventainbil yulun ajvalil
675,36,conformarse,se conforma,vr,verbo reflexivo,"xu! notox chali, lec nolox cha'i",Se ta xac! sba conformó de que le pagaran tan poco por el café porque necesitaba dinero. Xu! noox iya'i ti toj yalem itojbat li scajvele yufun chtunbe yulun li stojole,,,,,"conformarse: se conforma vr xu! xu! notox chali, lec nolox cha'i. Se ta xac! sba conformó de que le pagaran tan poco por el café porque necesitaba dinero. Xu! noox iya'i ti toj yalem itojbat li scajvele yufun chtunbe yulun li stojole."
676,37,confortar,lo conforta,vr,verbo reflexivo,ta spatbe yo'on,,,,,,confortar: lo conforta vr ta spatbe ta spatbe yo'on
677,37,confundirse,se confunde,vr,verbo reflexivo,ta xch'ay yo'on,Se confundió y vendió el maíz muy barato. Ich!ay yo'on toj yalem la schon li ixime,,,,,confundirse: se confunde vr ta xch'ay ta xch'ay yo'on. Se confundió y vendió el maíz muy barato. Ich!ay yo'on toj yalem la schon li ixime.
678,37,confusión,,f,sustantivo femenino,c!opetic,"Hay mucha confusión porque el juez renunció y ahora no saben a quién poner en su lugar. Oy ep clopetic yu'un iloc! li jmeltsanej-<!ope, mu snatic buch'u ch-och noxtoc. congelar: se congela yr ta xpas ta taiv. Cuando hace frío el agua se congela y se vuelve hielo. Ali jo'e ti mi toj toyol ta spas sique ta xpas ta taiv. Cham ta xpas ta bot 1xt ta ston sba",Cham,Chamula,,,"confusión f c!opetic. Hay mucha c!opetic. Hay mucha confusión porque el juez renunció y ahora no saben a quién poner en su lugar. Oy ep clopetic yu'un iloc! li jmeltsanej-<!ope, mu snatic buch'u ch-och noxtoc. congelar: se congela yr ta xpas ta taiv. Cuando hace frío el agua se congela y se vuelve hielo. Ali jo'e ti mi toj toyol ta spas sique ta xpas ta taiv. Cham ta xpas ta bot 1xt ta ston sba"
679,37,congregar,congrega,vi,verbo intransitivo,ta stsob sbaic,Todos los pueblos se congregaron en el municipio para recibir al diputado. Scotol yajval jteclumetic istsob sbaic ta jteclum sventa ta smalael li sqluexol li ajvalile,,,,,congregar: congrega vi ta stsob sbaic. ta stsob sbaic. Todos los pueblos se congregaron en el municipio para recibir al diputado. Scotol yajval jteclumetic istsob sbaic ta jteclum sventa ta smalael li sqluexol li ajvalile.
680,37,conmigo,,pron,pronombre,"schituc joton, jchituc Cham schituc voton Ch'en, Zin schiluc vu'un",,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,,,"conmigo pron schituc joton, jchituc schituc joton, jchituc Cham schituc voton Ch'en, Zin schiluc vu'un"
681,37,conocer,lo conoce,vt,verbo transitivo,ta xojtaquin,"No conozco a los parientes de mi mamá porque viven lejos de aquí. Mu xcojtaquinan li yuts!yalal li jme!e yutun nom nacalic. Chen, Zin ta xojtiquin",Ch'en; Zin,Chenalhó; Zinacantán,,,"conocer: lo conoce vf ta xojtaquin. ta xojtaquin. No conozco a los parientes de mi mamá porque viven lejos de aquí. Mu xcojtaquinan li yuts!yalal li jme!e yutun nom nacalic. Chen, Zin ta xojtiquin."
682,37,conseguir,lo consigue,vt,verbo transitivo,ta sta,El lunes conseguí maíz a buen precio. Lec yalel stojol ijta li ixim ta lunex,,,,,conseguir: lo consigue vt ta sta. El ta sta. El lunes conseguí maíz a buen precio. Lec yalel stojol ijta li ixim ta lunex.
683,37,construir,lo construye,vt,verbo transitivo,ta svalan. En este lugar construirán una escuela,Ali lili ta svalanic li chanob-june,,,,,construir: lo construye vt ta svalan. ta svalan. En este lugar construirán una escuela. Ali lili ta svalanic li chanob-june.
684,37,consuegro,,m,sustantivo masculino,smuni'al,"Los padres del esposo son los consuegros de los padres de la esposa. Ali stot sme! li malalile ja! smuni'al sbaic contradecir schi'uc stot sme! li ajnilale. Cham, Ch'en, Ixt snital",Cham; Ch'en; Ixt,Chamula; Chenalhó; Ixtapa,,,"consuegro m smuni'al. Los padres smuni'al. Los padres del esposo son los consuegros de los padres de la esposa. Ali stot sme! li malalile ja! smuni'al sbaic contradecir schi'uc stot sme! li ajnilale. Cham, Ch'en, Ixt snital"
685,37,consuelo,,m,sustantivo masculino,xcuxetel yo'on Cham spatetel yo'nton Ch/en xpatetel yo'nton,,Cham,Chamula,,,consuelo m xcuxetel yo'on Cham xcuxetel yo'on Cham spatetel yo'nton Ch/en xpatetel yo'nton
686,37,consultar,lo consulta,vr,verbo reflexivo,ta sqluel p.ej. a un médico,Los que padecen de una enfermedad grave consultan al médico para aliviarse pronto. Li buchtu tsacbilic ta tsatsal chamele ta xac! sbaic ta q!uelel ta jpoxtavanej yo! xcuxic o ta ora,,,,,consultar: lo consulta vr ta sqluel ta sqluel p.ej. a un médico. Los que padecen de una enfermedad grave consultan al médico para aliviarse pronto. Li buchtu tsacbilic ta tsatsal chamele ta xac! sbaic ta q!uelel ta jpoxtavanej yo! xcuxic o ta ora.
687,37,contagiarse,se contagia,vr,verbo reflexivo,"ta xnap', ta xchlamuj",La tuberculosis es una enfermedad muy contagiosa. Ali sac obal chamele ja! toj chopol chamel yu'un ta xnap! ta yan crixchano. Cham ta xchlami Chen ta xchlamaj /xt ta xchlam,Cham; Ch'en,Chamula; Chenalhó,,,"contagiarse: se contagia vr ta xnap', ta xnap', ta xchlamuj. La tuberculosis es una enfermedad muy contagiosa. Ali sac obal chamele ja! toj chopol chamel yu'un ta xnap! ta yan crixchano. Cham ta xchlami Chen ta xchlamaj /xt ta xchlam"
688,37,contaminar,lo contamina,vt,verbo transitivo,ta xac'be chamel /xt ta xcom schamel,,,,,,contaminar: lo contamina ví ta xac'be ta xac'be chamel /xt ta xcom schamel
689,37,contaminarse,se contamina,vr,verbo reflexivo,ta sch!am chamel,,,,,,contaminarse: se contamina vr ta ta sch!am chamel
690,37,contar,lo cuenta,vr,verbo reflexivo,"1. ta xat, ta schap",El tesorero cuenta el dinero para saber cuántos deben su cuota. Li jtsob-taq'uine ta schap cu yepal li taqluine ja! yo! cluxi sna! o clu to yepal sclan stoj spatanic. 2. ta xal,,,,,"contar: lo cuenta vr 1. ta xat, ta 1. ta xat, ta schap. El tesorero cuenta el dinero para saber cuántos deben su cuota. Li jtsob-taq'uine ta schap cu yepal li taqluine ja! yo! cluxi sna! o clu to yepal sclan stoj spatanic. 2. ta xal"
691,37,contener,lo contiene,vr,verbo reflexivo,"yich!oj, oy",El cántaro contiene agua fresca. Li qluibe toj lec sic ya!lel yich!oj,,,,,"contener: lo contiene vr yich!oj, oy. yich!oj, oy. El cántaro contiene agua fresca. Li qluibe toj lec sic ya!lel yich!oj."
692,37,contenido,,m,sustantivo masculino,sbel,,,,,,contenido m sbel sbel
693,37,contentar,lo contenta,vr,verbo reflexivo,ta schlanubtas,"La niña lloró porque se cayó, pero su mamá la contentó con un dulce. Li biq'uit tseube iloc! yutun ijach!, pero li smete la sch'anubtas ta jp'ej lurse",,,,,"contentar: lo contenta vr ta ta schlanubtas. La niña lloró porque se cayó, pero su mamá la contentó con un dulce. Li biq'uit tseube iloc! yutun ijach!, pero li smete la sch'anubtas ta jp'ej lurse."
694,37,contestar,lo contesta,vt,verbo transitivo,ta stac!. Contesta lo que se te pregunta. Tac!bo li clusi chasjac'bee.,,,,,,contestar: lo contesta ví ta stac!. ta stac!. Contesta lo que se te pregunta. Tac!bo li clusi chasjac'bee.
